ID,Name,Arabic Name,Alternative Name,Arabic Alternative Name,Library of Congress Name,Arabic Library of Congress Name,Also Known As,Arabic Also Known As,Documentation,Arabic Documentation,All Nisba IDs,Date of Death,Arabic Date of Death,Date of Birth,Arabic Date of Birth,Group ID,Reference Number,Hidden
10167,al-Shaykh Muḥammad ʿAbd Allāh b. Adam,الشيخ محمد عبد الله بن آدم,,,,,,,,,,,,,,32,,
10170,Bῡ Samārī b. Karamaghu Samārī,بو صماري بن كرمغ صماري,,,,,,,,,[1568],,,,,32,,
10171,Ibrāhīm b. Bāba Sharaf,إبراهيم بن باب شرف,,,,,,,,,,,,,,32,,
10172,ʿAlī b. Aḥmad al-Aʿrābī,عالي بن أحمد الأعرابي,,,,,,,,,[1650],,,,,32,,
10173,"Sulaymān ""al-Ilwurī"" (land of Mīḥanā)",سليمان الملقب إلوُري في بلد ميحنا,,,,,,,,,,,,,,32,,
10176,Ambārik ibn Kayʿim,أمبارك ابن كيعم,,,,,,,,,,,,,,32,,
10179,al-ʿArab Aḥmad,العرب أحمد,,,,,,,,,,,,,,32,,
10180,Muḥammad Kῡnata,محمد كُونَت,,,,,,,,,,,,,,32,,
10181,al-Imām Iyyjī,الإمام ئِجِ,,,,,,,,,,,,,,32,,
10182,"Muḥammad b. Muḥammad al-Mukhtār ""Suttir""",محمد بن محمد المختار المعروف با سُّتِّر,,,,,,,,,,,,,,32,,
10183,al-Ḥājj Bῡshī,الحاج بوشي,,,,,,,,,,,,,,32,,
10185,Sīdi Aʿma Dhukuray,سيد اعم ذكر,,,,,,,,,,,,,,32,,
10186,Aʿmar b. Annān,أعمر بن انان,,,,,,,,,,,,,,32,,
10189,ʿAbd Allāh Kuntī,عبد الله كنتي,,,,,,,,,,,,,,32,,
10190,al-Imām Saʿīd Sabkuway,الإمام سعيد سبكوى,,,,,,,,,,,,,,32,,
10191,Shaykh Njārī and Ibrāhīm Tāl,شيخ انجاى وإبراهيم تال,,,,,,,,,,,,,,32,,
10192,Muḥammad al-ʿᾹqab b. al-Imām Sayf,محمد العاقب بن الإمام سيف,,,,,,,,,,,,,,32,,
10193,Sadāt b. ʿAbd al-Raḥman,سدات بن عبد الرحمن,,,,,,,,,,,,,,32,,
10194,Muḥammad b. Ibrāhīm al-Buqālī,محمد بن إبراهيم البقالى,,,,,,,,,[2324],,,,,32,,
10196,Muḥammad al-Amīn,محمد الآمين,Yakīn ibn Wālidunā Muḥammad Muwaḍha,يكين ابن والدنا محمد موضه,,,,,,,,,,,,32,,
10198,Muḥammad al-Amīn b. al-Imām,محمد الأمين بن الإمام,,,,,,,,,,,,,,32,,
10200,Muḥammad Kalῡhi,محمد كَلُوهِ,,,,,,,,,,,,,,32,,
10201,Aḥmad Aḥmad b. ʿAbd Allāh,أحمد محمد بن عبد الله,,,,,,,,,,,,,,32,,
10202,Sῡk b. ʿAlī,سوك بن علي,,,,,,,,,,,,,,32,,
10203,al-Abrak Kalb al-Abārik,الأبرك كلب الأبارك,,,,,,,,,,,,,,32,,
10204,al-Ḥājj Adama Tarawarī Kῡru Mukubīr Tarawarī,الحاج ءَادَمَ ترورى كُورُ مُكُبِير ترورى,,,,,,,,,[1572],,,,,32,,
10206,Bubakr b. al-Aʿrab,ببكر بن الأعرب,,,,,,,,,,,,,,32,,
10207,al-Ḥājj Mukhtār Sunkubῡ,الحاج مختار سْنكْبْو,,,,,,,,,,,,,,32,,
10208,Ḥabīb Allāh b. ʿAbd al-Nāṣr,حبيب الله بن عبد الناصر,,,,,,,,,,,,,,32,,
10210,al-Fāda b. Muḥammad,الفاد بن محمد,,,,,,,,,,,,,,32,,
10211,Ḥiṭar b. Ibrāhīm b. ʿAbd Allāh b. Mῡsa,حطار بن إبراهيم بن عبد الله بن موسى,,,,,,,,,,,,,,32,,
10212,al-Ḥājj ʿUthmān,الحاج عثمان,,,,,,,,,,,,,,32,,
10213,Bῡbu Ṣamārī,بوب صماري,,,,,,,,,[1568],,,,,32,,
10214,Marubari Kaba and her sons Sināil and Mālik,مَرُبَرِ كبى وابنيها سنَال ومالك,,,,,,,,,,,,,,32,,
10215,Ibrāhīm b. Muḥammad Tarawarī,إبراهيم ابن محمد تروري,,,,,,,,,[1572],,,,,32,,
10216,ʿUthmān Danbilā,عثمان دَنْبِلاَ,,,,,,,,,,,,,,32,,
10217,Muḥammad al-Amīn al-Qāḍī Aḥmad Bāba,محمد الأمين القاضي أحمد باب,,,,,,,,,,,,,,32,,
10218,Muḥammad Ibrāhīm b. Muḥammad b. al-Munīr,محمد إبراهيم بن محمد بن المنير,,,,,,,,,,,,,,32,,
10219,Salam ibn al-Madār,سالم ابن المدار,,,,,,,,,,,,,,32,,
10220,Bana ibn Al,بَنَ ابن أَلْ,,,,,,,,,,,,,,32,,
10223,Maḥmū Ghūyā,محمو غويا,,,,,,,,,,,,,,32,,
10224,Mālik ibn al-Ḥājj,مالك ابن الحاج,,,,,,,,,,,,,,32,,
10225,Bāba b. Bāba ʿAmāma,باب بن باب عمامة,,,,,,,,,,,,,,32,,
10226,Muḥammad al-Amīn b. Aḥmad al-Ansari,محمد الأمين بن أحمد الأنصاري,,,,,,,,,[13],,,,,32,,
10228,al-Sharīf al-Kabīr,الشريف الكبير,,,,,,,,,,,,,,32,,
10230,ʿUthmān Sītaw (in land of Ghumtu) and ʿUmar Sītaw,عثمان سيتو في بلد غُمْتُوا ـ عمر سٍيَتَوْ,,,,,,,,,,,,,,32,,
10232,Bāba Tanafu,بَابَ تنف,,,,,,,,,,,,,,32,,
10233,"ʿAlī b. Muḥammad ""al-Ghayrak b. Abī Naʿāma""",عالى بن محمد الملقب بالغيرك بن أبي نعامة,,,,,,,,,,,,,,32,,
10234,ʿUthmān b. al-Munīr,عثمان بن المنير,,,,,,,,,,,,,,32,,
10236,Ibrāhīm Kaysa,إبراهيم كيس,,,,,,,,,,,,,,32,,
10237,ʿUmar b. Ḥumsāri,عمر بن حُمْسَار,,,,,,,,,,,,,,32,,
10238,al-Amīr Kān b. Balal b. Mῡdi,الأمير كان بن بلل بن مود,,,,,,,,,,,,,,32,,
10239,Ḥamata‘rura,حمتعرْرَ,,,,,,,,,,,,,,32,,
10240,Imām Wataka,المام وتك,,,,,,,,,,,,,,32,,
10242,Yuru Ḥamādi ʿUmar,يُرُ حَمَدِ عمر,,,,,,,,,,,,,,32,,
10243,Muḥammad ibn al-Faqīh ibn Bakr,محمد ابن الفقيه الفع ابن بكر,,,,,,,,,,,,,,32,,
10244,al-Zākuway,الزَّاكوي,,,,,,,,,,,,,,32,,
10246,Muḥammad al-Mawsūnī al-Sanfarūtī al-Jawkayūtī,محمد الموسوني السنفروتي الجوكيوتي,,,,,,,,,[2303],,,,,32,,
10247,Yan Ṣiddīq and Fāṭima,ين صديق وفاطمة,,,,,,,,,,,,,,32,,
10248,Alfā,ألفا,,,,,,,,,,,,,,32,,
10249,al-Amīn Muḥammad,الأمين محمد,,,,,,,,,,,,,,32,,
10250,al-Ḥājj Bika Kalil,الحج بك كليل,,,,,,,,,,,,,,32,,
10251,Aḥmad b. al-Mukhtār Fāl,أحمد بن المختار فال,,,,,,,,,,,,,,32,,
10252,Ibrāhīm Ḥamād al-Makannī Yadimba,إبراهيم حمد المكني يدمب,,,,,,,,,,,,,,32,,
10253,Adab bint Zabab Iyyjī,أدَبْ بنت زنب إيج,,,,,,,,,,,,,,32,,
10254,ʿAbd al-Qāḍīr Sānughu,عبد القَادِرِ سَانُغُ,ʿAbd al-Qāḍīr Sankmu,عبد القادر سنكمُ,,,,,Identification of Sanughu with Sankmu is tentative.,,,,,,,32,,
10255,Aḥmad b. Ḥamād,أحمد بن حماد,,,,,,,,,,,,,,32,,
10257,Bāba b. Ibrāhīm Tarawarī,باب بن إبراهيم تروري,,,,,,,,,[1572],,,,,32,,
10259,Bāli Afu,بال أَفُ,,,,,,,,,,,,,,32,,
10260,Wana ibn Mammā,وَنَ ابن ممّا,,,,,,,,,,,,,,32,,
10263,ʿUmar Sālim b. Barki Jaraj,عمر سالم بن بركي جراج,,,,,,,,,,,,,,32,,
10264,Abῡ Bakr Tarawarī,أبو بكر توري,,,,,,,,,[1572],,,,,32,,
10265,Mῡsa Tarawarī b. Māma Tarawarī,موسى تروري بن مام تروري,,,,,,,,,[1572],,,,,32,,
10267,Muḥammad b. ʿIsa b. Muḥammad,محمد بن عيسى بن محمد,,,,,,,,,,,,,,32,,
10268,Muḥammad Ramḍān b. Bāba al-Hādī,محمد رمضان بن باب الهادي,,,,,,,,,,,,,,32,,
10269,ʿUmar ibn al-Ḥājj,عمر ابن الحاج,,,,,,,,,,,,,,32,,
10270,al-Amīn Kayij Iyjjī,الأمين كيج إيج,,,,,,,,,,,,,,32,,
10271,al-Qāḍī,القاضي,,,,,,,,,,,,,,32,,
10272,Ḥamīd Bāba b. Sīdi,حميد باب بن سيد,,,,,,,,,,,,,,32,,
10273,Sīdi Muḥammad al-Qāḍīr,سيد محمد القادر,,,,,,,,,,,,,,33,,
10275,"Yῡsuf b. Mῡsa Amsar ""Nadbal b. Mazdab Amsar",يوسف بن موسى أمسر المعروف بنادبل بن مزدب أمسر,,,,,,,,,,,,,,33,,
10276,Ibn Marsiyya,ابن مرسية,,,,,,,,,,,,,,33,,
10278,Dhῡ al-Nῡn al-Miṣrī,ذو النون المصري,,,,,,,,,[670],,,,,33,,
10279,"Muḥammad b. Muḥammad ""Muḥammad Thquru"" al-Fullānī",محمد بن محمد المعروف بمحمد ثقُرُ الفلاني,,,,,,,,,[491],,,,,33,,
10282,Muḥammad b. Muḥammad al-Mῡlῡd,محمد بن محمد المولود,,,,,,,,,,,,,,33,,
10283,Sulayman b. Dāwud,سليمان بن داود,,,,,,,,,,,,,,33,,
10284,al-Ḥusayn al-Marghathanānī,الحسين المرغثناني,,,,,,,,,[2192],,,,,33,,
10285,Muḥammad Ḥasan Nāyl al-Marṣafī,محمد حسن نايل المرصفي,,,,,,,,,[2193],,,,,33,,
10286,Muḥammad al-Taslīm ibn Quṭub,محمد التسليم ابن قطب,,,,,,,,,,,,,,33,,
10287,al-Shaykh al-Ḥasan b. al-Imām Muḥammad Wakabī,الشيخ الحسن بن الإمام محمد وكبي,,,,,,,,,[2194],,,,,33,,
10289,Muḥammad b. Muḥammad b. Aḥmad b. Lamīn al-Ḥasanī,محمد بن محمد بن أحمد بن لمين الحسني,,,,,,,,,[5],,,,,33,,
10290,Ḥasan b. Muḥammad Mashāṭ,حسن بن محمد مشاط,,,,,,,,,,,,,,33,,
10292,ʿAbd al-Wahhāb b. ʿᾹmar,عبد الواحد بن عامر,,,,,,,,,,,,,,33,,
10293,al-Shaykh Māmi,الشيخ مام,,,,,,,,,,,,,,33,,
10294,Abῡ Bakr Muḥammad b. ʿAlī b. Muḥammad b. al-Fakhār al-Jawādī,أبو بكر محمد بن علي بن محمد بن الفخار الجوادي,,,,,,,,,[2195],,,,,33,,
10295,Abῡ Muḥammad al-Watāwī,أبو محمد الوتاوي,,,,,,,,,[2196],,,,,33,,
10296,al-Shaykh Zayn al-Dīn b. ʿAbd al-ʿAzīz b. Zayn al-Mayān,الشيخ زين الدين بن عبد العزيز بن زين الميان,,,,,,,,,,,,,,33,,
10298,ʿUmar b. Abī Bakr al-Lughawī,عمر بن أبي بكر اللغوي,,,,,,,,,[2148],,,,,33,,
10300,Muḥammad al-Bakrī,محمد البكري,,,,,,,,,,,,,,33,,
10302,Bῡ Bakr Tartabī,بو بكر ترتبى,,,,,,,,,[2197],,,,,33,,
10304,Muḥammad Kanjῡr,محمد كنجور,,,,,,,,,,,,,,33,,
10305,Abῡ ʿAbd Allāh Sīdi Muḥammad b. Muḥammad,أبو عبد الله سيد محمد بن محمد,,,,,,,,,,,,,,33,,
10306,Muḥammad Sulaymīn ibn Quṭub,محمد سليمين ابن قطب,,,,,,,,,,,,,,33,,
10307,Aḥmad b. al-Amīn,أحمد بن الأمين,,,,,,,,,,,,,,33,,
10311,al-Shaykh al-Kalī,الشيخ الكلي,,,,,,,,,[2198],,,,,33,,
10312,Abu ʿAbd Allāh Muḥammad b. Khalīl,أبو عبد الله محمد بن خليل,,,,,,,,,,,,,,33,,
10313,Ᾱdam Maʿṭal,آدم معطل,,,,,,,,,,,,,,34,,
10314,ʿAbd Allāh Makkī,عبد الله المكي,,,,,,,,,[565],,,,,34,,
10316,ʿAbd Allāh b. Salām,عبد الله بن سلام,,,,,,,,,,,,,,34,,
10320,al-Imām al-Bῡnī,الإمام البوني,,,,,,,,,[1054],,,,,35,,
10321,al-Shaykh Saʾd Abīh,الشيخ سعد أبيه,,,,,,,,,,,,,,35,,
10322,Abu Bakr al-Warāq,أبو بكر الوراق,,,,,,,,,,,,,,35,,
10323,Abῡ Bakr Tarawalī,أبو بكر ترولي,,,,,,,,,[1644],,,,,35,,
10324,ʿUmar b. Ṭāhir,عمر بن طاهر,,,,,,,,,,,,,,35,,
10326,Aḥmad b. Abī Bakr Sarkī,أحمد بن أبي بكر سركي,,,,,,,,,[1556],,,,,35,,
10327,ʿAqīl al-Manjī,عقيل المنجي,,,,,,,,,,,,,,35,,
10328,Abῡ Bakr b. al-ʿArawān,أبو بكر بن العروان,,,,,,,,,[522],,,,,35,,
10329,al-Shaykh Dahmῡs,الشيخ دهموس,,,,,,,,,,,,,,35,,
10330,Muḥammad b. Ismāʾīl al-Tῡnisī,محمد بن إسماعيل التونسي,,,,,,,,,[79],,,,,35,,
10332,Abῡ Muḥammad al-Sankī,أبو محمد السنكي,,,,,,,,,[2200],,,,,35,,
10333,"ʿAbd al-Rῡʾf ""Ḥajj""",عبد الرؤف الملقب بحجّ,,,,,,,,,,,,,,35,,
10334,Fῡdī Sālim Darām,فودي سالم درام,,,,,,,,,,,,,,35,,
10336,Muḥammad ibn ʿAlī,محمد ابن علي بن,,,,,,,,,,,,,,35,,
10337,Muḥammad ʿAbd Allāh b. Saʿād,محمد عبد الله بن سعاد,,,,,,,,,,,,,,36,,
10341,Muḥammad Sālim (1) Abῡ Madayn (2),محمد سالم (1)  أبو مدين (2),,,,,,,,,,,,,,36,,
10342,ʿAbd b. Sharḥaya,عبد بن شرحيا,,,,,,,,,,,,,,36,,
10343,Aḥmad Ṣāḥab al-Rawḍa Ashrīfa,أحمد صاحب الروضة اشريفة,,,,,,,,,,,,,,36,,
10344,ʿUmaru b. al-Ḥārith al-ʿAshārnī,عمرو بن الحارث العشارني,,,,,,,,,[2201],,,,,36,,
10347,al-Shaykh ʿAzār b. Mastῡdaʿ al-Nārʿan,الشيخ عزار بن مستودع النارعن,,,,,,,,,,,,,,36,,
10349,Saʿid Shaʿbān b. Muḥammad al-Qurashī al-Athārī,سعيد شعبان بن محمد القرشي الآثاري,,,,,,,,,[176][2255],,,,,36,,
10351,Abῡ Kuntī,أبو كنتى,,,,,,,,,[14],,,,,36,,
10352,ʿAbd Rabīh Yaḥyā b. al-Ḥakm al-Filālī,عبد ربه يحيى بن الحكم الفلالي,,,,,,,,,[365],,,,,36,,
10353,Abῡ ʿUmarān Mῡsa b. Hāni al-Dawlī,أبو عمران موسى بن هاني الدولي,,,,,,,,,[2202],,,,,36,,
10354,al-Shaykh Kan,الشيخ كن,,,,,,,,,,,,,,36,,
10357,Abῡ Bakr Muḥammad,أبو بكر محمد,,,,,,,,,,,,,,36,,
10358,al-Qāḍī ʿAbd al-Wahhāb,القاضي عبد الوهاب,,,,,,,,,,,,,,36,,
10361,ʿAbd al-ʿAzīz b. Aʿli b. Muḥammad al-ʿAlawī,عبد العزيز بن أعل بن محمد العلوي,,,,,,,,,[6],,,,,36,,
10362,Ibrāhīm b. al-Shafīʿ ibn al-Muṣṭafa,إبراهيم بن الشفيع ابن المصطفى,Ibrāhīm b. al-Shafīʿ al-Muṣṭafa,إبراهيم بن الشفيع,,,,,,,,,,,,36,,
